,Model,R2,Pearson,Spearman,MSE,MAE,R2 (std),Pearson (std),Spearman (std),MSE (std),MAE (std)
0,twolayerconv,0.10304578989744187,0.320742255449295,0.2983007163310503,0.04612515345215797,0.16316407918930054,0.008240794451119379,0.013045908055174004,0.0089156108529743,0.001459241756109221,0.0033036107851739252
