,Model,R2,Pearson,Spearman,MSE,MAE,R2 (std),Pearson (std),Spearman (std),MSE (std),MAE (std)
0,twolayerconv,0.5185814142227173,0.720091450214386,0.6884095530626289,0.024595105648040773,0.1136880099773407,0.01015682397212804,0.0070503768217336435,0.004834722567864335,0.0002508716639756501,0.0022464819455726703
