,Model,R2,Pearson,Spearman,MSE,MAE,R2 (std),Pearson (std),Spearman (std),MSE (std),MAE (std)
0,twolayerconv,0.6832016348838806,0.8265517473220825,0.8272473265484036,0.029896004498004912,0.13287878036499023,0.0061477945857274195,0.0037200650106767154,0.003681625962600959,0.0006609657720033968,0.0020938995666639443
