,Model,R2,Pearson,Spearman,MSE,MAE,R2 (std),Pearson (std),Spearman (std),MSE (std),MAE (std)
0,twolayerconv,0.09650226086378097,0.3103814601898193,0.30952150807584117,0.08786923289299012,0.24460967481136323,0.007812597520860852,0.012868991690675175,0.013798189375610725,0.001913548800593738,0.002545773914421687
