Astrovirus,Cardiovirus,Chikungunya,Cosavirus,Coxsackie,Dengue,Ebola,Hantavirus,"Influenza: H1N1","Influenza: H3N2",Lassa,Leishmania,Marburg,Papilloma,Poliovirus,Rabies,Smallpox,West-Nile,Yellow-Fever,Zika
0.42426408,0.44000697,0.51209744,0.46443239,0.40806157,0.43534134,0.47905320,0.47079281,0.54214522,0.53602258,0.52632780,0.40369504,0.47313357,0.42133394,0.46508987,0.49578486,0.45210790,0.50839809,0.46910138,0.43893540
