7.022064924240112305e-02,2.649917900562286377e-01,2.301341589267285603e-01,7.954354584217071533e-02,2.308328747749328613e-01
5.810490110889077187e-04,-2.410495840013027191e-02,2.579979360165118515e-02,1.227333024144172668e-01,3.013391494750976562e-01
1.626386493444442749e-01,-4.032848179340362549e-01,-3.292053663570691513e-01,1.199003159999847412e-01,2.753634452819824219e-01
4.048497357871383429e-04,-2.012087777256965637e-02,-1.756199284223110973e-02,1.666845530271530151e-01,3.634395897388458252e-01
3.975981101393699646e-02,1.993986219167709351e-01,1.713990935691506179e-01,9.736383706331253052e-02,2.573524713516235352e-01
1.469362378120422363e-01,3.833226263523101807e-01,3.704850361197110642e-01,5.182895436882972717e-02,1.910917162895202637e-01
1.726678013801574707e-01,4.155331552028656006e-01,4.901960784313725839e-01,9.770454466342926025e-02,2.388273030519485474e-01
3.985567949712276459e-03,6.313135474920272827e-02,5.265875766281133408e-02,1.244456917047500610e-01,2.725505232810974121e-01
2.518883720040321350e-02,1.587099134922027588e-01,2.280701754385965063e-01,8.755138516426086426e-02,2.428271472454071045e-01
3.762351116165518761e-03,6.133800745010375977e-02,9.184726522187822151e-02,9.036599099636077881e-02,2.662350833415985107e-01
