1.455356776714324951e-01,3.814913928508758545e-01,1.396073306551140203e-01,2.718220092356204987e-02,1.414799243211746216e-01
3.600666299462318420e-02,1.897542178630828857e-01,4.024767801857584426e-02,6.999053061008453369e-02,1.856384575366973877e-01
2.281741648912429810e-01,4.776757955551147461e-01,1.941146360903633905e-01,3.142922371625900269e-02,1.525323539972305298e-01
1.872487366199493408e-01,4.327224791049957275e-01,4.519140999724801655e-01,2.810584567487239838e-02,1.381606012582778931e-01
3.332896903157234192e-02,1.825622320175170898e-01,3.560371517027863808e-01,6.148326396942138672e-02,1.611330658197402954e-01
2.074595168232917786e-02,1.440345495939254761e-01,2.488384430732849539e-01,7.091934233903884888e-02,2.030391991138458252e-01
1.777076274156570435e-01,4.215538203716278076e-01,4.767331809778337370e-01,3.252293169498443604e-02,1.317434161901473999e-01
5.877832300029695034e-04,2.424424141645431519e-02,1.331269349845201067e-01,9.683179110288619995e-02,1.888590753078460693e-01
3.471427410840988159e-02,1.863176673650741577e-01,2.858617131062951566e-01,5.281325057148933411e-02,1.598743498325347900e-01
2.176396697759628296e-01,4.665186703205108643e-01,4.118312657381979491e-01,5.200525373220443726e-02,1.575669944286346436e-01
