4.657935351133346558e-02,2.158225029706954956e-01,2.071929980027931439e-01,5.378742143511772156e-02,1.727262735366821289e-01
5.412025377154350281e-02,2.326375991106033325e-01,2.485553744325358083e-01,4.775394871830940247e-02,1.652105152606964111e-01
3.806062415242195129e-02,1.950913220643997192e-01,2.485735493597977241e-01,5.208632349967956543e-02,1.704232692718505859e-01
7.751213759183883667e-02,2.784100174903869629e-01,2.651998700357653949e-01,4.898698255419731140e-02,1.674968004226684570e-01
7.357246428728103638e-02,2.712424397468566895e-01,2.684298740544598938e-01,4.793094843626022339e-02,1.647475361824035645e-01
9.262731671333312988e-02,3.043473660945892334e-01,2.638615522357679599e-01,4.565270245075225830e-02,1.635934859514236450e-01
3.637907281517982483e-02,1.907329857349395752e-01,1.764921328093502495e-01,5.002990737557411194e-02,1.739588081836700439e-01
5.846569687128067017e-02,2.417968064546585083e-01,2.184780697335075572e-01,5.126446858048439026e-02,1.658906787633895874e-01
9.525942057371139526e-02,3.086412549018859863e-01,2.480746260047905216e-01,4.802891984581947327e-02,1.642627716064453125e-01
1.130750477313995361e-01,3.362663388252258301e-01,2.984032730163572733e-01,3.976436331868171692e-02,1.507326960563659668e-01
