6.550348997116088867e-01,8.093422651290893555e-01,8.103339215218464675e-01,3.245956078171730042e-02,1.378056854009628296e-01
6.399401426315307617e-01,7.999625802040100098e-01,8.004731503867124065e-01,3.442336991429328918e-02,1.424945145845413208e-01
6.249052882194519043e-01,7.905095219612121582e-01,7.906002783276603330e-01,3.605383634567260742e-02,1.442930102348327637e-01
6.865427494049072266e-01,8.285787701606750488e-01,8.286901740978862563e-01,2.972635813057422638e-02,1.339550912380218506e-01
6.568968892097473145e-01,8.104917407035827637e-01,8.102440493867623106e-01,3.159490972757339478e-02,1.357196569442749023e-01
6.393624544143676758e-01,7.996014356613159180e-01,7.996006663620616184e-01,3.344183787703514099e-02,1.388389170169830322e-01
6.729665994644165039e-01,8.203454017639160156e-01,8.210728600020030798e-01,2.999649755656719208e-02,1.339780837297439575e-01
6.662421822547912598e-01,8.162366151809692383e-01,8.166258074361596453e-01,3.159500285983085632e-02,1.349320113658905029e-01
6.974545121192932129e-01,8.351374268531799316e-01,8.350957430860198594e-01,2.934206463396549225e-02,1.332064867019653320e-01
6.852540969848632812e-01,8.278007507324218750e-01,8.299308782633161297e-01,2.917421236634254456e-02,1.280187219381332397e-01
