4.576105773448944092e-01,6.764692068099975586e-01,6.439592872376902477e-01,2.523753046989440918e-02,1.145517379045486450e-01
4.638861119747161865e-01,6.810918450355529785e-01,6.642087107078410435e-01,2.535794116556644440e-02,1.155237331986427307e-01
4.639638960361480713e-01,6.811489462852478027e-01,6.484627679404382228e-01,2.655053324997425079e-02,1.177013143897056580e-01
5.004364848136901855e-01,7.074153423309326172e-01,6.661311587010964042e-01,2.686920948326587677e-02,1.176925748586654663e-01
4.599529802799224854e-01,6.781983375549316406e-01,6.603001305761355688e-01,2.646938152611255646e-02,1.194736808538436890e-01
4.931861162185668945e-01,7.022721171379089355e-01,6.629296494350618296e-01,2.307770214974880219e-02,1.110281124711036682e-01
5.064045786857604980e-01,7.116211056709289551e-01,6.742961404240902512e-01,2.634302712976932526e-02,1.158214285969734192e-01
4.793300628662109375e-01,6.923366785049438477e-01,6.647491321966501054e-01,2.743034437298774719e-02,1.178854331374168396e-01
4.882168471813201904e-01,6.987251639366149902e-01,6.635716636882174058e-01,2.521577477455139160e-02,1.133006960153579712e-01
5.183592438697814941e-01,7.199717164039611816e-01,6.644130247284623092e-01,2.581576444208621979e-02,1.160525083541870117e-01
