1.243784278631210327e-01,3.526732623577117920e-01,3.797388154925757098e-01,8.685833960771560669e-02,2.476240247488021851e-01
1.144797503948211670e-01,3.383485674858093262e-01,3.114174403507001254e-01,8.111186325550079346e-02,2.375042885541915894e-01
9.178303182125091553e-02,3.029571473598480225e-01,2.952746208907220948e-01,1.024533137679100037e-01,2.633595168590545654e-01
7.928291708230972290e-02,2.815722227096557617e-01,3.105099941154157439e-01,1.033180728554725647e-01,2.607763409614562988e-01
3.776427358388900757e-02,1.943303197622299194e-01,1.788104580813112132e-01,1.072213947772979736e-01,2.722996771335601807e-01
6.319899111986160278e-02,2.513940930366516113e-01,2.323219359654254967e-01,9.401634335517883301e-02,2.586055099964141846e-01
7.682216912508010864e-02,2.771681249141693115e-01,3.072814260360312022e-01,9.453280270099639893e-02,2.536672055721282959e-01
9.807870537042617798e-02,3.131752014160156250e-01,3.163584519516643989e-01,8.625677227973937988e-02,2.336421608924865723e-01
1.146127134561538696e-01,3.385449945926666260e-01,3.769120209266071941e-01,8.863007277250289917e-02,2.463657557964324951e-01
1.165924444794654846e-01,3.414563536643981934e-01,3.051262535478034277e-01,9.415732324123382568e-02,2.561297714710235596e-01
