5.059637427330017090e-01,7.113112807273864746e-01,7.177334286912948613e-01,4.571518301963806152e-02,1.681151241064071655e-01
4.408627152442932129e-01,6.639749407768249512e-01,6.825936048622064378e-01,5.217337980866432190e-02,1.862423121929168701e-01
3.747345805168151855e-01,6.121556758880615234e-01,6.031270763814104985e-01,6.255806237459182739e-02,1.983356624841690063e-01
4.453367590904235840e-01,6.673355698585510254e-01,6.748455049515679205e-01,5.632433295249938965e-02,1.931822448968887329e-01
4.062283337116241455e-01,6.373604536056518555e-01,6.460361661053206639e-01,5.445198342204093933e-02,1.748865842819213867e-01
3.724257946014404297e-01,6.102669835090637207e-01,6.212425594134091122e-01,5.770426243543624878e-02,1.897635459899902344e-01
5.007361173629760742e-01,7.076271176338195801e-01,7.005364694668854142e-01,4.962422698736190796e-02,1.666827648878097534e-01
5.243716239929199219e-01,7.241351008415222168e-01,7.129234168476081823e-01,4.555419832468032837e-02,1.677500009536743164e-01
4.313318729400634766e-01,6.567586064338684082e-01,6.512194015542381864e-01,5.366778373718261719e-02,1.745495647192001343e-01
4.654588997364044189e-01,6.822454929351806641e-01,6.811545594226456890e-01,5.523928254842758179e-02,1.824920028448104858e-01
