4.218959510326385498e-01,6.495351791381835938e-01,5.108359133126935125e-01,4.371436312794685364e-02,1.740399450063705444e-01
1.312787830829620361e-01,3.623241484165191650e-01,3.663570691434469007e-01,1.171206384897232056e-01,2.825969457626342773e-01
2.800142467021942139e-01,5.291637182235717773e-01,5.172948546876171561e-01,6.053085625171661377e-02,1.953496485948562622e-01
2.102738469839096069e-01,4.585562646389007568e-01,3.634486803394037513e-01,7.249847799539566040e-02,2.262418270111083984e-01
3.210532963275909424e-01,5.666156411170959473e-01,6.924664602683178183e-01,4.337238147854804993e-02,1.746158450841903687e-01
8.388844877481460571e-02,2.896350324153900146e-01,3.696438282997345226e-01,1.041646897792816162e-01,2.474098503589630127e-01
5.592162609100341797e-01,7.478076219558715820e-01,6.945304437564499001e-01,2.929163351655006409e-02,1.499439477920532227e-01
3.082942664623260498e-01,5.552425384521484375e-01,5.541795665634674517e-01,6.745208054780960083e-02,2.276198565959930420e-01
2.522493302822113037e-01,5.022442936897277832e-01,4.192050119823804710e-01,6.758245825767517090e-02,2.214524149894714355e-01
4.308516681194305420e-01,6.563929319381713867e-01,6.676986584107326150e-01,7.275184988975524902e-02,2.290365695953369141e-01
