5.191376432776451111e-02,2.278459221124649048e-01,2.505851034063142913e-01,4.742198064923286438e-02,1.644946634769439697e-01
7.721018046140670776e-02,2.778671979904174805e-01,2.431852900625204317e-01,4.754173755645751953e-02,1.673900485038757324e-01
6.959640979766845703e-02,2.638113200664520264e-01,2.342946919480367873e-01,4.867424070835113525e-02,1.625420600175857544e-01
8.454398065805435181e-02,2.907644808292388916e-01,2.522998164820499656e-01,4.569504782557487488e-02,1.636993139982223511e-01
6.741627305746078491e-02,2.596464455127716064e-01,2.214948829145741982e-01,4.903955012559890747e-02,1.687294989824295044e-01
6.263858079910278320e-02,2.502770125865936279e-01,2.130354771186614982e-01,4.801385477185249329e-02,1.678693145513534546e-01
1.008990705013275146e-01,3.176461458206176758e-01,2.700229517865452844e-01,4.416259750723838806e-02,1.608670353889465332e-01
7.286914438009262085e-02,2.699428498744964600e-01,2.342696124132149782e-01,4.955980554223060608e-02,1.673678606748580933e-01
8.291471004486083984e-02,2.879491448402404785e-01,2.581975296074799364e-01,5.231048539280891418e-02,1.678337156772613525e-01
1.060328036546707153e-01,3.256267905235290527e-01,2.749506673940020351e-01,4.807417467236518860e-02,1.655003279447555542e-01
